"X" "analfabeta" "sin_primaria" "sin_drenaje" "sin_electricidad" "sin_agua_entubada" "con_hacinamiento" "con_piso_tierra" "habitantes_5000" "salarios_minimos" "CVE_MUN" "NOM_MUN" "CVE"
"1492" "494 Santiago Tlazoyaltepec" 33.29 46.89 0.59 12.67 24.52 61.09 29.1 100 92.99 494 "Santiago Tlazoyaltepec" "20494"
"1493" "495 Santiago Xanica" 29.5 57.78 0.7 13.17 32.24 57.89 16.84 100 79.28 495 "Santiago Xanica" "20495"
"1494" "496 Santiago Xiacuí" 3.98 18.25 0.46 0.61 0 30.9 17.49 100 57.38 496 "Santiago Xiacuí" "20496"
"1495" "497 Santiago Yaitepec" 52.06 69.45 2.02 3.01 17.65 73.79 11.4 100 68.44 497 "Santiago Yaitepec" "20497"
"1496" "498 Santiago Yaveo" 19.35 43.59 4.32 8.92 81.28 48.55 19.03 100 81.97 498 "Santiago Yaveo" "20498"
"1497" "499 Santiago Yolomécatl" 5.9 19.5 1.52 4.3 5.41 38.95 10.46 100 55.56 499 "Santiago Yolomécatl" "20499"
"1498" "500 Santiago Yosondúa" 17.84 37.35 1.49 6.22 39.01 46.73 10.59 100 77.5 500 "Santiago Yosondúa" "20500"
"1499" "501 Santiago Yucuyachi" 31.06 53.06 8.73 3.09 5.01 25.68 20.55 100 78.17 501 "Santiago Yucuyachi" "20501"
"1500" "502 Santiago Zacatepec" 34.77 58.1 2.3 13.38 18.64 54.19 28.75 100 88.36 502 "Santiago Zacatepec" "20502"
"1501" "503 Santiago Zoochila" 13.12 40.43 0 0 0 35.71 32.35 100 85.29 503 "Santiago Zoochila" "20503"
"1502" "504 Nuevo Zoquiápam" 7.97 32.29 0.67 0.3 0 46.4 42.92 100 81.27 504 "Nuevo Zoquiápam" "20504"
"1503" "505 Santo Domingo Ingenio" 16.69 37.8 2.76 2.19 7.96 34 4.15 21.96 55.27 505 "Santo Domingo Ingenio" "20505"
"1504" "506 Santo Domingo Albarradas" 19.72 43.21 0.51 2.44 0.26 45.05 39.41 100 81.08 506 "Santo Domingo Albarradas" "20506"
"1505" "507 Santo Domingo Armenta" 25.72 52.38 24.64 2.91 16.66 44.05 31.42 100 80.53 507 "Santo Domingo Armenta" "20507"
"1506" "508 Santo Domingo Chihuitán" 11.78 33.36 2.17 3.36 2.44 29.47 7 100 58.9 508 "Santo Domingo Chihuitán" "20508"
"1507" "509 Santo Domingo de Morelos" 32.84 53.62 11.82 5.17 75.14 69.83 23.08 100 76.88 509 "Santo Domingo de Morelos" "20509"
"1508" "510 Santo Domingo Ixcatlán" 12.71 26.24 1.48 26.23 51.32 55.74 42.87 100 87.45 510 "Santo Domingo Ixcatlán" "20510"
"1509" "511 Santo Domingo Nuxaá" 9.94 30.22 3.75 28.3 78.5 61.5 49.83 100 85.65 511 "Santo Domingo Nuxaá" "20511"
"1510" "512 Santo Domingo Ozolotepec" 34.51 56.41 0.77 7.34 0 61.14 6.68 100 86.1 512 "Santo Domingo Ozolotepec" "20512"
"1511" "513 Santo Domingo Petapa" 20.11 44.69 2.82 3.61 1.58 50.46 6.21 35.32 72.8 513 "Santo Domingo Petapa" "20513"
"1512" "514 Santo Domingo Roayaga" 29.76 55.19 5.12 38.82 0 55.38 22.27 100 97.95 514 "Santo Domingo Roayaga" "20514"
"1513" "515 Santo Domingo Tehuantepec" 11.73 25.99 4.45 3.63 7.28 47.26 18.63 31.99 55.98 515 "Santo Domingo Tehuantepec" "20515"
"1514" "516 Santo Domingo Teojomulco" 23.33 49.32 5.27 4.12 4.31 55.58 29.48 100 82.47 516 "Santo Domingo Teojomulco" "20516"
"1515" "517 Santo Domingo Tepuxtepec" 40.46 58.17 4.06 13.51 12.8 56.56 32.28 100 81.57 517 "Santo Domingo Tepuxtepec" "20517"
"1516" "518 Santo Domingo Tlatayápam" 17.7 40.71 1.31 0 0 23.53 3.92 100 69.05 518 "Santo Domingo Tlatayápam" "20518"
"1517" "519 Santo Domingo Tomaltepec" 7.96 35.18 2.45 3.16 27.59 37.73 21.97 100 58.15 519 "Santo Domingo Tomaltepec" "20519"
"1518" "520 Santo Domingo Tonalá" 22.48 45.68 7.87 2.29 6.71 38.99 11.57 100 76.28 520 "Santo Domingo Tonalá" "20520"
"1519" "521 Santo Domingo Tonaltepec" 16.67 45.59 2.56 5.13 32.97 42.86 42.86 100 91.19 521 "Santo Domingo Tonaltepec" "20521"
"1520" "522 Santo Domingo Xagacía" 20.24 42.18 8 4.14 3.79 51.37 62.94 100 91.15 522 "Santo Domingo Xagacía" "20522"
"1521" "523 Santo Domingo Yanhuitlán" 8.87 28.62 2.37 3.12 6.55 42.38 24.06 100 70.71 523 "Santo Domingo Yanhuitlán" "20523"
"1522" "524 Santo Domingo Yodohino" 21.11 42.75 0 0 0 25.83 17.34 100 95.7 524 "Santo Domingo Yodohino" "20524"
"1523" "525 Santo Domingo Zanatepec" 15.91 42.3 6.52 2.43 14.66 42.68 9.73 35.38 64.71 525 "Santo Domingo Zanatepec" "20525"
"1524" "526 Santos Reyes Nopala" 28.09 46.96 3.21 6.93 17.46 60.55 28.71 67.47 65.15 526 "Santos Reyes Nopala" "20526"
"1525" "527 Santos Reyes Pápalo" 20.46 51.96 0.81 2.38 4.74 69.35 9.44 100 76.52 527 "Santos Reyes Pápalo" "20527"
"1526" "528 Santos Reyes Tepejillo" 32.88 55.4 3.81 5.13 2.65 33.82 23.84 100 84.03 528 "Santos Reyes Tepejillo" "20528"
"1527" "529 Santos Reyes Yucuná" 38.63 54.21 47 3.97 33.63 70.74 9.77 100 78.47 529 "Santos Reyes Yucuná" "20529"
"1528" "530 Santo Tomás Jalieza" 15.48 34.33 3.58 2.25 71.74 55.27 14.03 100 81.5 530 "Santo Tomás Jalieza" "20530"
"1529" "531 Santo Tomás Mazaltepec" 7.58 23.35 7.42 1.85 3 41.62 10.84 100 66.89 531 "Santo Tomás Mazaltepec" "20531"
"1530" "532 Santo Tomás Ocotepec" 24.64 40.71 1.13 4.38 5.08 59.73 26.26 100 91.11 532 "Santo Tomás Ocotepec" "20532"
"1531" "533 Santo Tomás Tamazulapan" 14.34 37.68 6.63 6.06 6.28 53.05 20.36 100 60.85 533 "Santo Tomás Tamazulapan" "20533"
"1532" "534 San Vicente Coatlán" 29.3 47.08 8.2 4.55 10.12 65.32 22.74 100 94.97 534 "San Vicente Coatlán" "20534"
"1533" "535 San Vicente Lachixío" 28.21 43.21 1.35 4.72 6.29 62.01 19.63 100 93.65 535 "San Vicente Lachixío" "20535"
"1534" "536 San Vicente Nuñú" 6.82 32.49 5.07 3.46 1.83 35.76 39.55 100 76.02 536 "San Vicente Nuñú" "20536"
"1535" "537 Silacayoápam" 26.42 46.78 7.82 1.8 4.68 36.58 22.12 100 77.05 537 "Silacayoápam" "20537"
"1536" "538 Sitio de Xitlapehua" 17.33 42.26 4.11 2.74 34.75 60.61 13.19 100 72.67 538 "Sitio de Xitlapehua" "20538"
"1537" "539 Soledad Etla" 2.5 13.5 1.82 2.34 7.48 41.66 7.08 100 41.45 539 "Soledad Etla" "20539"
"1538" "540 Villa de Tamazulápam del Progreso" 8.58 24.22 2.26 3.67 4.27 41.09 19.24 21.25 46.89 540 "Villa de Tamazulápam del Progreso" "20540"
"1539" "541 Tanetze de Zaragoza" 9.35 40.42 1.82 1.18 0.88 36.73 39.34 100 85.02 541 "Tanetze de Zaragoza" "20541"
"1540" "542 Taniche" 14.42 52.29 3.89 1.61 1.21 48.48 25.1 100 79.36 542 "Taniche" "20542"
"1541" "543 Tataltepec de Valdés" 28.74 50.84 4.19 9.73 10.79 62.72 8.09 100 84.4 543 "Tataltepec de Valdés" "20543"
"1542" "544 Teococuilco de Marcos Pérez" 7.73 35.5 1.27 0.45 0 35.18 35.43 100 77.11 544 "Teococuilco de Marcos Pérez" "20544"
"1543" "545 Teotitlán de Flores Magón" 10.47 24.34 1.89 1.99 3.03 46.9 17.38 15.26 49.85 545 "Teotitlán de Flores Magón" "20545"
"1544" "546 Teotitlán del Valle" 13.05 35.11 6.21 3.48 12.66 43.84 35.45 100 71.53 546 "Teotitlán del Valle" "20546"
"1545" "547 Teotongo" 15.8 41.14 1.26 3.9 6.1 28.47 14.93 100 82.86 547 "Teotongo" "20547"
"1546" "548 Tepelmeme Villa de Morelos" 9.77 41.24 9.82 12 33.1 46.69 27.8 100 72.29 548 "Tepelmeme Villa de Morelos" "20548"
"1547" "549 Tezoatlán de Segura y Luna" 23.53 46.49 7.02 3.34 3.98 46.69 33.35 100 82.19 549 "Tezoatlán de Segura y Luna" "20549"
"1548" "550 San Jerónimo Tlacochahuaya" 10.69 28.98 0.65 1.2 13.56 43.83 21.28 100 49.07 550 "San Jerónimo Tlacochahuaya" "20550"
"1549" "551 Tlacolula de Matamoros" 11.17 28.31 1.51 2.29 11.32 36.99 19.54 29.57 44.89 551 "Tlacolula de Matamoros" "20551"
"1550" "552 Tlacotepec Plumas" 9.42 31.58 2.94 1.96 0.78 38.41 25.29 100 86.72 552 "Tlacotepec Plumas" "20552"
"1551" "553 Tlalixtac de Cabrera" 8.17 24.74 1.09 1.78 36.84 40.56 25.61 5.69 38.85 553 "Tlalixtac de Cabrera" "20553"
"1552" "554 Totontepec Villa de Morelos" 27.5 49.38 1.97 3.43 9.25 46.01 25.04 100 79.14 554 "Totontepec Villa de Morelos" "20554"
"1553" "555 Trinidad Zaachila" 12 33.07 0.45 1.18 48.03 37.31 44.54 100 65.91 555 "Trinidad Zaachila" "20555"
"1554" "556 La Trinidad Vista Hermosa" 17.84 40.54 2.01 1.62 0 27.27 17.67 100 81.32 556 "La Trinidad Vista Hermosa" "20556"
"1555" "557 Unión Hidalgo" 14.69 27.03 0.65 1.01 0.52 43.98 2.22 2.05 50.39 557 "Unión Hidalgo" "20557"
"1556" "558 Valerio Trujano" 12.31 32.42 4.11 1.83 6.26 43.22 15.46 100 71.64 558 "Valerio Trujano" "20558"
"1557" "559 San Juan Bautista Valle Nacional" 17.07 36.83 0.89 3.11 30.18 40.37 21.96 75.55 81.04 559 "San Juan Bautista Valle Nacional" "20559"
"1558" "560 Villa Díaz Ordaz" 15.43 46.05 3.68 2.65 2.84 52.77 29.61 100 73.21 560 "Villa Díaz Ordaz" "20560"
"1559" "561 Yaxe" 14.1 36.03 13.92 8.16 11.03 60.47 7.05 100 79.68 561 "Yaxe" "20561"
"1560" "562 Magdalena Yodocono de Porfirio Díaz" 11.37 27.45 5.08 0.89 0.48 49.08 9.61 100 71.37 562 "Magdalena Yodocono de Porfirio Díaz" "20562"
"1561" "563 Yogana" 38.63 64.44 31.67 4.12 33 43.79 19.81 100 85.47 563 "Yogana" "20563"
"1562" "564 Yutanduchi de Guerrero" 22.48 42.14 1.71 4.05 20.92 47.92 49.84 100 85.82 564 "Yutanduchi de Guerrero" "20564"
"1563" "565 Villa de Zaachila" 8.95 24.73 0.6 8.72 50.06 45.36 24.31 18.62 46.43 565 "Villa de Zaachila" "20565"
"1564" "566 San Mateo Yucutindó" 25.83 45.75 0.27 4.73 50.18 63.85 32.36 100 92.88 566 "San Mateo Yucutindó" "20566"
"1565" "567 Zapotitlán Lagunas" 29.78 59.03 13.15 6.99 31.27 45.31 25.1 100 86.31 567 "Zapotitlán Lagunas" "20567"
"1566" "568 Zapotitlán Palmas" 22.53 48.24 6.14 5.52 46.53 33.08 14.74 100 82.45 568 "Zapotitlán Palmas" "20568"
"1567" "569 Santa Inés de Zaragoza" 12.84 40.85 3.75 5.13 56.41 39.47 18.65 100 84.43 569 "Santa Inés de Zaragoza" "20569"
"1568" "570 Zimatlán de Álvarez" 11.22 28.98 1.8 1.93 21.4 41.79 38.57 42.83 59.63 570 "Zimatlán de Álvarez" "20570"
"1569" "001 Acajete" 13.2 32.69 4.69 1.93 11.71 61.37 4.54 30.84 51.09 1 "Acajete" "21001"
"1570" "002 Acateno" 14.94 37.77 7.22 4.48 31.32 50.73 27.12 100 75.57 2 "Acateno" "21002"
"1571" "003 Acatlán" 12.03 30 5.96 1.37 24.56 43.14 6.76 51.85 55.9 3 "Acatlán" "21003"
"1572" "004 Acatzingo" 10.99 30.57 5.2 1.49 6.47 62.26 7.19 23.54 60 4 "Acatzingo" "21004"
"1573" "005 Acteopan" 25.29 48.77 38.33 2.96 75.17 52.76 14.81 100 91.01 5 "Acteopan" "21005"
"1574" "006 Ahuacatlán" 36.87 52.41 1.55 2.57 11.51 61.71 16.94 100 70.15 6 "Ahuacatlán" "21006"
"1575" "007 Ahuatlán" 21.9 49.04 28.46 3.04 37.72 48.37 4.16 100 72.01 7 "Ahuatlán" "21007"
"1576" "008 Ahuazotepec" 10.34 26.32 2.55 2.86 6.54 49.69 9.77 100 61.47 8 "Ahuazotepec" "21008"
"1577" "009 Ahuehuetitla" 18.17 44.5 11.87 0.71 13.51 40.04 5.51 100 61.34 9 "Ahuehuetitla" "21009"
"1578" "010 Ajalpan" 26.31 43.42 2.96 3.86 26.19 66.99 33.72 53.76 66.77 10 "Ajalpan" "21010"
"1579" "011 Albino Zertuche" 13.62 42.62 7.84 2.72 7.11 45.09 11.24 100 79.03 11 "Albino Zertuche" "21011"
"1580" "012 Aljojuca" 13.61 36.53 0.8 1.01 0.16 48.69 7.79 100 85.02 12 "Aljojuca" "21012"
"1581" "013 Altepexi" 16.98 39.18 2.2 1.15 1.51 55.84 14.13 3.72 64.21 13 "Altepexi" "21013"
"1582" "014 Amixtlán" 34.89 54.05 1.25 7.43 14.24 51.27 32.28 100 83.08 14 "Amixtlán" "21014"
"1583" "015 Amozoc" 6.89 19.81 1.66 1.12 24.19 52.43 5.68 6.53 41.01 15 "Amozoc" "21015"
"1584" "016 Aquixtla" 17.81 39.9 6.7 3.2 11.42 47.28 17.79 100 83.34 16 "Aquixtla" "21016"
"1585" "017 Atempan" 18.53 35.04 2 3.02 2.05 63.72 18.95 74.56 78 17 "Atempan" "21017"
"1586" "018 Atexcal" 13.43 40.27 11.15 3.27 8.82 46.89 22.52 100 83.83 18 "Atexcal" "21018"
"1587" "019 Atlixco" 7.4 22.66 3.94 0.66 14.16 41.02 8.45 26.56 54.27 19 "Atlixco" "21019"
"1588" "020 Atoyatempan" 8.44 31.16 4.52 0.55 26.68 58.69 14.88 4.23 62.74 20 "Atoyatempan" "21020"
"1589" "021 Atzala" 9.41 31.46 2.7 0.57 3.85 41.72 13.04 100 65.34 21 "Atzala" "21021"
"1590" "022 Atzitzihuacán" 16.62 40 7.68 0.7 3.06 54.93 14.89 100 85.05 22 "Atzitzihuacán" "21022"
"1591" "023 Atzitzintla" 19.66 46.71 2.46 2.21 2.5 68.44 22.64 100 91.6 23 "Atzitzintla" "21023"
"1592" "024 Axutla" 24.05 49.5 6.43 2.33 19.96 35.94 5.21 100 67.32 24 "Axutla" "21024"
"1593" "025 Ayotoxco de Guerrero" 16.27 34.58 4.16 6.71 15.34 55.3 23.28 100 76.2 25 "Ayotoxco de Guerrero" "21025"
"1594" "026 Calpan" 17.27 39.78 2.82 1.46 5.06 50.41 20.93 47.84 77.04 26 "Calpan" "21026"
"1595" "027 Caltepec" 15.99 47.37 9.07 7.89 16.87 42.35 6.13 100 91.76 27 "Caltepec" "21027"
"1596" "028 Camocuautla" 32.47 57.66 0.48 4.52 3.84 58.31 19.72 100 83.48 28 "Camocuautla" "21028"
"1597" "029 Caxhuacan" 27.13 40.86 1.5 4.41 0.61 52.47 14.51 100 75.19 29 "Caxhuacan" "21029"
"1598" "030 Coatepec" 29.21 48.22 2.24 1.19 6.88 45.41 11.61 100 88.74 30 "Coatepec" "21030"
"1599" "031 Coatzingo" 21.84 51.61 13.45 2.31 3.33 36.14 10.87 100 76.59 31 "Coatzingo" "21031"
"1600" "032 Cohetzala" 21.98 47.69 8.95 1.2 27.43 39.34 8.71 100 72.14 32 "Cohetzala" "21032"
"1601" "033 Cohuecan" 8.54 27.56 13.56 1.84 6.08 56.09 18.85 100 80.84 33 "Cohuecan" "21033"
"1602" "034 Coronango" 5.7 21.69 7 1.09 81.74 51.46 8.65 3.69 62.68 34 "Coronango" "21034"
"1603" "035 Coxcatlán" 14.31 28.72 2.1 1.4 20.3 50.08 30.83 67.92 69.29 35 "Coxcatlán" "21035"
"1604" "036 Coyomeapan" 36.77 53.83 3.11 7.85 37.53 64.79 23.06 100 92.04 36 "Coyomeapan" "21036"
"1605" "037 Coyotepec" 19.81 44.28 3.11 2.08 0.3 33.53 10.87 100 70.82 37 "Coyotepec" "21037"
"1606" "038 Cuapiaxtla de Madero" 6.53 25.05 6.21 2.59 48.27 60.9 14.39 18.03 56.47 38 "Cuapiaxtla de Madero" "21038"
"1607" "039 Cuautempan" 20.77 44.24 3.69 4.61 30.73 50.92 20.44 100 81.9 39 "Cuautempan" "21039"
"1608" "040 Cuautinchán" 11.26 32.13 19.86 3.89 17.21 60.83 10.07 100 48.31 40 "Cuautinchán" "21040"
"1609" "041 Cuautlancingo" 3.44 11.09 0.97 0.71 9.96 35.85 2.92 16.29 35.43 41 "Cuautlancingo" "21041"
"1610" "042 Cuayuca de Andrade" 19.38 42.8 17.46 5.38 49.12 39.19 17.33 100 71.33 42 "Cuayuca de Andrade" "21042"
"1611" "043 Cuetzalan del Progreso" 20.04 38.09 14.31 12.99 16.45 63.39 25.15 87.44 77.24 43 "Cuetzalan del Progreso" "21043"
"1612" "044 Cuyoaco" 11.54 30.63 2.5 1.55 0.59 55.72 8.63 100 74.31 44 "Cuyoaco" "21044"
"1613" "045 Chalchicomula de Sesma" 12.33 30.71 1.96 0.68 0.93 50.65 8.27 45.71 65.84 45 "Chalchicomula de Sesma" "21045"
"1614" "046 Chapulco" 10.75 37.44 2.77 1.72 5.69 63.4 10.82 23.37 68.14 46 "Chapulco" "21046"
"1615" "047 Chiautla" 16.42 32.98 6.66 1.08 18.66 41.54 11.5 45.79 59.92 47 "Chiautla" "21047"
"1616" "048 Chiautzingo" 5.38 22.57 1.3 1.17 0.35 49.74 16.04 60.15 71.21 48 "Chiautzingo" "21048"
"1617" "049 Chiconcuautla" 38.22 58.98 5.59 2.45 3.69 69.7 11.62 100 85.78 49 "Chiconcuautla" "21049"
"1618" "050 Chichiquila" 27.66 55.42 0.73 1.58 16.22 71.7 9.15 100 71.76 50 "Chichiquila" "21050"
"1619" "051 Chietla" 13.89 33.52 3.31 1.03 6.14 38.22 12.98 51.07 63.41 51 "Chietla" "21051"
"1620" "052 Chigmecatitlán" 21.92 51.94 8.09 0.57 1.07 43.37 10.06 100 77.02 52 "Chigmecatitlán" "21052"
"1621" "053 Chignahuapan" 12.84 30.86 3.93 1.92 7.24 51.59 10.75 66.14 65.75 53 "Chignahuapan" "21053"
"1622" "054 Chignautla" 15.38 37.25 1.28 2.1 4.21 63.54 14.46 63.32 67.83 54 "Chignautla" "21054"
"1623" "055 Chila" 17 38.84 15.6 1.59 16.14 49.14 16.05 100 73.17 55 "Chila" "21055"
"1624" "056 Chila de la Sal" 19.06 54.85 6.31 0.33 12.56 39.94 2.72 100 75 56 "Chila de la Sal" "21056"
"1625" "057 Honey" 23.08 43.8 6.3 5.07 22.08 56.42 10.14 100 80.68 57 "Honey" "21057"
"1626" "058 Chilchotla" 30.54 56.33 1.2 2.51 8.06 71.57 10.69 100 82.13 58 "Chilchotla" "21058"
"1627" "059 Chinantla" 15.38 39.57 10.07 2.67 18.46 39.53 7.54 100 64.97 59 "Chinantla" "21059"
"1628" "060 Domingo Arenas" 8.51 34.93 5.07 2.39 13.19 56.64 10.76 15.58 65.1 60 "Domingo Arenas" "21060"
"1629" "061 Eloxochitlán" 34.57 56.03 2.39 6.16 41.09 71.18 24.95 100 88.05 61 "Eloxochitlán" "21061"
"1630" "062 Epatlán" 14.18 39.45 4.68 1.25 5.23 40.56 9.71 100 70.11 62 "Epatlán" "21062"
"1631" "063 Esperanza" 12.12 30.36 1.31 1.19 3.79 55.47 5.54 43.18 78.08 63 "Esperanza" "21063"
"1632" "064 Francisco Z. Mena" 14.18 35.12 1.02 4.04 45.39 43.36 21.16 100 67.67 64 "Francisco Z. Mena" "21064"
"1633" "065 General Felipe Ángeles" 17.21 38.96 1.49 1.54 0.35 58.44 9.38 69.8 62.23 65 "General Felipe Ángeles" "21065"
"1634" "066 Guadalupe" 24.15 49.18 7.77 1.71 15.83 43.75 7.09 100 81.96 66 "Guadalupe" "21066"
"1635" "067 Guadalupe Victoria" 15.08 37.43 1.07 1.23 0.39 52.89 10.12 39.37 77.22 67 "Guadalupe Victoria" "21067"
"1636" "068 Hermenegildo Galeana" 34.56 53.48 0.84 5.72 14.28 59.01 9.18 100 86.81 68 "Hermenegildo Galeana" "21068"
"1637" "069 Huaquechula" 12.46 40.09 7.65 1.22 6.09 50.6 20.36 100 84.39 69 "Huaquechula" "21069"
"1638" "070 Huatlatlauca" 29.53 49.53 22.9 2.75 2.69 54.29 4.31 100 80.73 70 "Huatlatlauca" "21070"
"1639" "071 Huauchinango" 11.92 27.38 1.65 1.33 14.18 50.37 19.17 35 57.23 71 "Huauchinango" "21071"
"1640" "072 Huehuetla" 36.36 56.95 14.43 11.47 34.9 64.28 15.44 100 84.07 72 "Huehuetla" "21072"
"1641" "073 Huehuetlán el Chico" 18.46 36.84 7.56 2.91 4.94 42.3 9.64 100 69.68 73 "Huehuetlán el Chico" "21073"
"1642" "074 Huejotzingo" 5.16 17.9 2.19 0.89 6.41 48.95 8.12 34.11 50.35 74 "Huejotzingo" "21074"
"1643" "075 Hueyapan" 14.69 31.17 5.74 4.3 1.17 66.3 33.99 47.53 81.55 75 "Hueyapan" "21075"
"1644" "076 Hueytamalco" 16.11 40.61 3.43 4.92 13.58 55.01 26.9 80.01 78.34 76 "Hueytamalco" "21076"
"1645" "077 Hueytlalpan" 35.32 55.71 3.42 12.47 28.83 58.6 16.76 100 85.59 77 "Hueytlalpan" "21077"
"1646" "078 Huitzilan de Serdán" 32.15 57.38 20.42 10.71 27.32 66.74 9.11 100 84.07 78 "Huitzilan de Serdán" "21078"
"1647" "079 Huitziltepec" 4.71 24.42 4.68 1.42 17.53 51.11 8.1 100 53.13 79 "Huitziltepec" "21079"
"1648" "080 Atlequizayan" 30.1 50.03 7.91 7.09 2.83 58.54 4.17 100 83.94 80 "Atlequizayan" "21080"
"1649" "081 Ixcamilpa de Guerrero" 25.37 46.54 22.44 2.07 31.86 44.7 9.44 100 80.4 81 "Ixcamilpa de Guerrero" "21081"
"1650" "082 Ixcaquixtla" 10.68 26.76 3.13 1.14 16.72 47.14 13.16 100 68.46 82 "Ixcaquixtla" "21082"
"1651" "083 Ixtacamaxtitlán" 19.63 40.63 3.42 3.14 12.35 54.99 25.78 100 89.61 83 "Ixtacamaxtitlán" "21083"
"1652" "084 Ixtepec" 33.77 53.35 2.75 12.49 12.97 63.12 17.49 100 77.59 84 "Ixtepec" "21084"
"1653" "085 Izúcar de Matamoros" 11.22 28.18 2.23 0.62 10.06 40.63 11.26 40.93 53.52 85 "Izúcar de Matamoros" "21085"
"1654" "086 Jalpan" 17.6 41.1 4.31 5.12 40.11 58.14 15.81 100 81.5 86 "Jalpan" "21086"
"1655" "087 Jolalpan" 20.66 45.08 15.51 5.82 8.82 52.8 31.54 44.54 84.89 87 "Jolalpan" "21087"
"1656" "088 Jonotla" 20.13 41.85 16.49 6.24 9.94 52.77 17.86 100 83.64 88 "Jonotla" "21088"
"1657" "089 Jopala" 31.07 51.79 3.26 3.25 21.28 57.36 23.14 100 79.97 89 "Jopala" "21089"
"1658" "090 Juan C. Bonilla" 4.72 19.49 2.76 1.26 82.98 48.59 5.09 1.87 58.92 90 "Juan C. Bonilla" "21090"
"1659" "091 Juan Galindo" 9.62 21.83 1.2 0.25 2.8 35.92 12.3 19.68 56.94 91 "Juan Galindo" "21091"
"1660" "092 Juan N. Méndez" 21.2 46.25 10.03 2.46 16.62 54.53 10.9 100 82.46 92 "Juan N. Méndez" "21092"
"1661" "093 Lafragua" 16.75 45.06 1.1 1.57 7.97 54.65 12.62 100 89.54 93 "Lafragua" "21093"
"1662" "094 Libres" 9.43 25.79 3.21 1.64 2.39 54.56 8.82 50.73 63.05 94 "Libres" "21094"
"1663" "095 La Magdalena Tlatlauquitepec" 13.51 26.15 4.76 1.26 1.67 56.67 6.63 100 75 95 "La Magdalena Tlatlauquitepec" "21095"
"1664" "096 Mazapiltepec de Juárez" 7.93 28.68 1.71 1.26 1.71 54.26 3.35 100 71.01 96 "Mazapiltepec de Juárez" "21096"
"1665" "097 Mixtla" 4.32 20.09 6.33 1.33 1.09 49.79 2.96 100 54.02 97 "Mixtla" "21097"
"1666" "098 Molcaxac" 14.67 34.44 16.97 3.13 44.95 49.58 16.13 100 71.96 98 "Molcaxac" "21098"
"1667" "099 Cañada Morelos" 17.63 41.91 18.41 1.86 11.13 56.53 9.91 100 80.14 99 "Cañada Morelos" "21099"
"1668" "100 Naupan" 24.55 43.33 5.04 2.18 4.72 67.35 23.46 100 85.71 100 "Naupan" "21100"
"1669" "101 Nauzontla" 13.84 41.15 4.82 4.91 6.96 52.02 10.79 100 79.95 101 "Nauzontla" "21101"
"1670" "102 Nealtican" 8.34 31.93 1.88 0.83 0.53 55.25 14.67 4.11 68.58 102 "Nealtican" "21102"
"1671" "103 Nicolás Bravo" 13.28 40.96 6.44 1.67 7.51 60.11 21.8 100 67.91 103 "Nicolás Bravo" "21103"
"1672" "104 Nopalucan" 11.29 30.87 3.71 1.4 1.66 60.65 5.21 28.87 55.19 104 "Nopalucan" "21104"
"1673" "105 Ocotepec" 13.14 34.82 3.09 2.8 6.44 46.83 14.8 100 84.81 105 "Ocotepec" "21105"
"1674" "106 Ocoyucan" 15.83 38.02 8.88 1.82 80.27 61.13 9.99 80.32 62.65 106 "Ocoyucan" "21106"
"1675" "107 Olintla" 40.16 62.15 9.9 8.23 44.11 65.53 11.82 100 83.66 107 "Olintla" "21107"
"1676" "108 Oriental" 12.07 28.12 3.33 1.77 1.49 54.72 4.33 39.93 70.25 108 "Oriental" "21108"
"1677" "109 Pahuatlán" 24.01 44.16 6.03 6.26 9.87 58.32 25.66 100 82.92 109 "Pahuatlán" "21109"
"1678" "110 Palmar de Bravo" 19.36 42.42 4.5 2.49 3.58 63.87 11.03 59.47 78.59 110 "Palmar de Bravo" "21110"
"1679" "111 Pantepec" 25.66 44.29 2.24 4.07 50.11 47.74 20.79 100 76.51 111 "Pantepec" "21111"
"1680" "112 Petlalcingo" 22.43 44.05 9.08 1.86 7.08 45.71 13.62 100 75.83 112 "Petlalcingo" "21112"
"1681" "113 Piaxtla" 21.48 48.86 5.75 1.63 15.09 32.67 10.91 100 70.17 113 "Piaxtla" "21113"
"1682" "114 Puebla" 3.5 10.73 0.84 0.38 5.42 29.15 2.45 3.02 30.7 114 "Puebla" "21114"
"1683" "115 Quecholac" 19.14 43.83 2.93 1.76 3.08 61.77 10.94 41.99 70.39 115 "Quecholac" "21115"
"1684" "116 Quimixtlán" 26.02 54.3 1.03 1.41 30.74 67.62 9.74 100 80.74 116 "Quimixtlán" "21116"
"1685" "117 Rafael Lara Grajales" 7.68 23.23 0.36 0.34 0.08 48.26 4.34 28.45 51.43 117 "Rafael Lara Grajales" "21117"
"1686" "118 Los Reyes de Juárez" 8.04 28.4 4.55 1.25 2.67 60.47 8.66 34.71 67.16 118 "Los Reyes de Juárez" "21118"
"1687" "119 San Andrés Cholula" 3.7 12.65 1.5 0.33 55.92 29.3 3.64 5.93 44.08 119 "San Andrés Cholula" "21119"
"1688" "120 San Antonio Cañada" 27.05 51.72 8.1 4.26 23.9 69.76 12.88 100 71.19 120 "San Antonio Cañada" "21120"
"1689" "121 San Diego la Mesa Tochimiltzingo" 24.19 53.47 14.06 1.24 33.86 51.44 9.69 100 74.02 121 "San Diego la Mesa Tochimiltzingo" "21121"
